연번,과제명,사업명,공고명,세부공고명,사업년도,주관기관,관리기관,전문기관,산업기술분류
69,SMT 공정 개선을 위한 스마트 천정형 자율 이송로봇(OHT)시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,선반도체,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 제어 및 지능화기술
70,레미콘 슬럼프 판독 경험 데이터 지능화 플랫폼 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사 에스에이치엘에이비,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
71,고온 열처리 고탄소 배출공정의 에너지 저감 관리 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,아이티맨,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
72,복합 AIoT 기반 산업현장 작업자 안전 모니터링 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,티엔씨퍼스트(주),중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>자동화 관련 계측/센서 기술
73,구조용 조명장치의 실시간 이상 감지 모듈 및 잔여 유효 수명 예측 시스템 개발 및 연동형 MES 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,스파코(주),중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>정밀생산기계>기타 정밀생산기계 관련기술
74,IoT 기술을 이용한 차량 샷시 생산공정 제조 물류 위치 관리 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,와이파이브,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>이동 통신>기타 이동통신기기
75,스폰지테이프 수작업 부착공정 자동화를 위한 협동로봇 적용 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)중원이노베이션,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 비젼 및 생산자동화 기술
76,경험제조 표면품질 현미경 AI 검사를 통한 품질-설비 연동 제조 지능화 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사 한국엠프로,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 비젼 및 생산자동화 기술
77,다중 CCTV와 센서 퓨전을 이용한 현장 작업자 이상 상태 감지 시스템,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,대연아이앤티,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
78,레이저클래딩 활용 롤 넥(Roll Neck) 복원을 위한 머신비전 활용 3D 자동인식 및 경로생성 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,에이치랩,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>자동화 관련 계측/센서 기술
79,자동차 전장 커넥터 사출공정에서 지능형 품질검사를 위한 AI 품질검사 플랫폼 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사 이스트,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>자동화 관련 계측/센서 기술
80,소량 데이터의 증강 기술을 활용한 딥러닝 기반 자동차 부품 품질 검사 기술 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,휴넷가이아,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>자동차/철도차량>안전도 향상기술
81,Cloud Web 기반 의료 장비 원자재의 AI 비전 검사 및 이력 추적 모니터링 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사 세인티,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
82,실리콘 고무 제조 기반  IoT 로드셀  및 열화상  측정·분석 디지털기술로 스마트 공정모니터링 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,트리톤넷,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>에너지/환경 기계 시스템 관련 IT·SW
83,내부 산업시스템 및 외부 생태계 빅데이터 연동&지능형 AI 최적 생산계획 솔루션(APS) 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사아스크스토리디에스,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>연구개발/엔지니어링 서비스>생산공정모델링/시뮬레이션
84,안전사고예방 기반의 작업효율 향상을 위한 물류 이동기기 무인운전 자동화 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,유징테크주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
85,스마트 제조혁신 기술개발사업,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)지다스테크놀러지,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
86,비지도학습을 통한 극소량 제품 불량 이미지 데이터 기반 봉제 공정 최적화 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)이커버스,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>연구개발/엔지니어링 서비스>제품품질 관리기술
87,AI와 ROBOT을 활용한 Conformal Coating분야의 자동화 및 품질측정기술 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사 디티케이,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 비젼 및 생산자동화 기술
88,EU7 HEV Kappa-1.6 Cam-Shaft 제조 공정 자동화를 위한 겐트리 로봇시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,유피아이,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>기계 자동화 기술
89,MES 및 AGV 기술을 활용한 에너지 및 자원 효율성 향상을 위한 친환경 지능형 식기세척 자동화 로봇 시스템 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,디케이랩 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 비젼 및 생산자동화 기술
90,현장작업자 동선파악 데이터 수집과 실시간 모니터링을 통한 중대산업재해관리 플랫폼 개발 및 적용,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)스타칸,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>정보통신 모듈 및 부품>위성·방송 모듈 및 부품
91,인공지능형 설비 건전성 예측진단 시스템 기반 와이어링 하네스 스마트 제조 설비 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)성창사,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>정밀생산기계>프레스 기계
92,폐플라스틱 재활용 제조공정용 에너지 통합관리시스템 개발 실증,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,주식회사이노비,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>에너지/환경 기계 시스템 관련 IT·SW
93,"지능형 loT 및 빅데이터 기반 가상 창고, 물류 운영 최적화 솔루션 기술개발",스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)삼백육십오,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇/자동화기계 관련 IT·SW
94,AI 영상분석 기반 철강업체 작업자 안전사고 예방 기술 개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,에이치에스소프트(주),중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
95,지능형 협동로봇 기반 차량용 선바이저 제조공정 고도화 및 모듈화 제조라인 구축,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,아이앤티,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>로봇/자동화기계>로봇 제어 및 지능화기술
96,용수로 자동개폐 수문 용접공정 자동화를 위한 로봇용접장치 및 자동 제어/모니터링 기술개발,스마트 제조혁신 기술개발사업(R&D),2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024년도 스마트 제조혁신 기술개발사업 시행계획 공고,2024 ,(주)월드웰,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>정밀생산기계>기타 정밀생산기계 관련기술
